DATE,STATE,DISTRICT,CITY_TIER,PINCODE_COUNT,AGE_0_5,AGE_5_17,AGE_18_GREATER,TOTAL_POPULATION
2025-09-01,Mizoram,Champhai,Tier 3,1,1,0,0,1
2025-10-21,Tamil Nadu,Perambalur,Tier 3,1,1,0,0,1
2025-09-05,Delhi,Central Delhi,Tier 1,3,5,2,0,7
2025-05-01,Jammu and Kashmir,Jammu,Tier 2,1,55,16,10,81
2025-10-17,Andaman and Nicobar Islands,Nicobars,Tier 3,1,3,1,0,4
2025-09-29,Himachal Pradesh,Kinnaur,Tier 3,2,1,1,0,2
2025-10-21,Telangana,Jogulamba Gadwal,Tier 3,1,1,0,0,1
2025-10-23,Madhya Pradesh,Shahdol,Tier 3,1,1,0,0,1
2025-10-23,Andhra Pradesh,Srikakulam,Tier 3,1,0,0,1,1
2025-11-02,Arunachal Pradesh,Tawang,Tier 3,1,1,0,0,1
2025-12-21,Nagaland,Tuensang,Tier 3,1,4,0,0,4
2025-05-01,Punjab,Amritsar,Tier 2,1,664,284,26,974
2025-09-01,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,1,0,1,0,1
2025-09-22,Mizoram,Mamit,Tier 3,1,2,0,0,2
2025-09-12,Jammu and Kashmir,Shopian,Tier 3,1,1,0,0,1
2025-12-22,Assam,West Karbi Anglong,Tier 3,1,2,0,0,2
2025-12-25,Tamil Nadu,Ranipet,Tier 3,1,0,1,0,1
2025-09-30,Madhya Pradesh,Khargone,Tier 3,1,1,0,0,1
2025-09-08,Arunachal Pradesh,Dibang Valley,Tier 3,1,1,1,0,2
2025-09-30,Uttar Pradesh,Bulandshahr,Tier 3,2,0,3,0,3
2025-11-04,Uttar Pradesh,Sonbhadra,Tier 3,1,1,0,0,1
2025-11-13,Dadra and Nagar Haveli and Daman and Diu,Daman,Tier 3,1,2,1,0,3
2025-09-30,Rajasthan,Churu,Tier 3,1,1,0,0,1
2025-11-12,Jammu and Kashmir,Samba,Tier 3,1,1,0,0,1
2025-09-05,Uttarakhand,Champawat,Tier 3,1,1,0,0,1
2025-09-13,Manipur,Bishnupur,Tier 3,1,0,4,0,4
2025-11-07,Arunachal Pradesh,Namsai,Tier 3,1,1,1,0,2
2025-03-15,Maharashtra,Parbhani,Tier 3,1,17,14,37,68
2025-09-01,Nagaland,Chumukedima,Tier 3,1,1,0,0,1
2025-10-16,Arunachal Pradesh,Lower Siang,Tier 3,1,0,1,0,1
2025-09-28,Punjab,Fazilka,Tier 3,1,1,0,0,1
2025-09-01,Punjab,Faridkot,Tier 3,5,14,1,0,15
2025-09-21,Andhra Pradesh,Vizianagaram,Tier 3,1,1,0,0,1
2025-03-09,Bihar,Madhubani,Tier 3,1,18,120,22,160
2025-04-01,Gujarat,Bharuch,Tier 3,1,138,50,23,211
2025-04-01,Rajasthan,Pali,Tier 3,1,138,38,11,187
2025-07-01,Assam,Darrang,Tier 3,1,190,56,11,257
2025-09-21,Maharashtra,Yavatmal,Tier 3,1,1,0,0,1
2025-06-01,Madhya Pradesh,Jhabua,Tier 3,1,261,628,10,899
2025-09-22,Jharkhand,Jamtara,Tier 3,3,16,4,0,20
2025-09-24,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,2,5,0,0,5
2025-09-05,Madhya Pradesh,Harda,Tier 3,1,0,1,0,1
2025-09-26,Tripura,Unakoti,Tier 3,2,2,0,0,2
2025-09-26,Andhra Pradesh,Nandyal,Tier 3,1,1,0,0,1
2025-09-14,Nagaland,Shamator,Tier 3,1,0,3,1,4
2025-09-17,Arunachal Pradesh,East Kameng,Tier 3,1,2,2,0,4
2025-11-17,Uttar Pradesh,Shamli,Tier 3,9,54,24,0,78
2025-11-17,Lakshadweep,Lakshadweep,Tier 3,1,1,0,1,2
2025-11-05,Jammu and Kashmir,Ramban,Tier 3,5,17,14,0,31
2025-09-21,Maharashtra,Beed,Tier 3,1,1,0,0,1
2025-10-20,Gujarat,Panchmahals,Tier 3,1,1,0,0,1
2025-11-10,Meghalaya,North Garo Hills,Tier 3,2,1,0,1,2
2025-09-22,Mizoram,Champhai,Tier 3,1,1,1,0,2
2025-06-01,Rajasthan,Bikaner,Tier 2,2,721,539,33,1293
2025-11-09,Bihar,Paschim Champaran,Tier 3,2,1,1,0,2
2025-10-22,Uttar Pradesh,Raebareli,Tier 3,1,1,0,0,1
2025-09-22,Uttarakhand,Bageshwar,Tier 3,4,4,0,0,4
2025-04-01,Punjab,Hoshiarpur,Tier 3,1,267,35,34,336
2025-09-01,Manipur,Chandel,Tier 3,1,10,21,0,31
2025-11-04,Maharashtra,Parbhani,Tier 3,1,1,0,0,1
2025-11-17,Assam,West Karbi Anglong,Tier 3,1,1,1,0,2
2025-09-07,Uttar Pradesh,Lalitpur,Tier 3,4,5,5,0,10
2025-09-22,Haryana,Rohtak,Tier 3,5,15,1,0,16
2025-09-24,Assam,Biswanath,Tier 3,2,1,1,0,2
2025-09-03,Mizoram,Serchhip,Tier 3,2,3,2,0,5
2025-09-23,Assam,Nalbari,Tier 3,1,0,1,0,1
2025-10-20,Gujarat,Sabarkantha,Tier 3,1,1,0,0,1
2025-09-26,Nagaland,Tuensang,Tier 3,2,2,7,1,10
2025-09-14,Jharkhand,Latehar,Tier 3,3,4,0,0,4
2025-11-04,Odisha,Nayagarh,Tier 3,3,3,0,0,3
2025-11-07,Rajasthan,Deeg,Tier 3,1,0,1,0,1
2025-11-01,Mizoram,Saiha,Tier 3,2,1,2,0,3
2025-09-08,Meghalaya,West Khasi Hills,Tier 3,2,7,18,21,46
2025-09-21,Haryana,Palwal,Tier 3,1,0,1,0,1
2025-10-22,Madhya Pradesh,Mandla,Tier 3,2,2,0,0,2
2025-10-22,Odisha,Ganjam,Tier 3,1,1,0,0,1
2025-11-04,Himachal Pradesh,Shimla,Tier 2,1,1,0,0,1
2025-11-03,Manipur,Tamenglong,Tier 3,1,0,2,0,2
2025-11-12,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,0,1,0,1
2025-09-12,Uttarakhand,Almora,Tier 3,10,13,0,0,13
2025-10-19,Madhya Pradesh,Panna,Tier 3,9,96,21,0,117
2025-09-14,Assam,Nalbari,Tier 3,5,6,1,0,7
2025-10-20,Tripura,Sepahijala,Tier 3,3,4,2,0,6
2025-09-19,Manipur,Thoubal,Tier 3,4,9,6,0,15
2025-10-26,Andhra Pradesh,Anakapalli,Tier 3,3,2,1,0,3
2025-10-25,Chhattisgarh,Bemetara,Tier 3,2,2,1,0,3
2025-11-06,Delhi,Shahdara,Tier 1,1,0,2,0,2
2025-12-31,Mizoram,Lunglei,Tier 3,1,1,1,0,2
2025-11-04,Tripura,Dhalai,Tier 3,1,0,1,0,1
2025-11-19,Meghalaya,South West Khasi Hills,Tier 3,3,4,2,17,23
2025-12-25,Manipur,Tamenglong,Tier 3,1,0,7,0,7
2025-12-27,Uttarakhand,Chamoli,Tier 3,3,3,1,0,4
2025-09-28,Jammu and Kashmir,Kupwara,Tier 3,1,0,1,0,1
2025-11-04,Uttar Pradesh,Rampur,Tier 3,1,0,1,0,1
2025-10-19,Chhattisgarh,Balrampur,Tier 3,5,38,13,0,51
2025-10-21,Telangana,Jangaon,Tier 3,1,1,0,0,1
2025-10-28,Madhya Pradesh,Maihar,Tier 3,2,4,0,0,4
2025-11-04,West Bengal,Kalimpong,Tier 3,1,0,1,0,1
2025-09-30,Arunachal Pradesh,Tawang,Tier 3,1,1,1,0,2
2025-10-24,Arunachal Pradesh,Lower Siang,Tier 3,1,0,1,0,1
2025-10-23,Uttar Pradesh,Ghazipur,Tier 3,1,1,0,0,1
2025-12-31,Delhi,South East Delhi,Tier 1,1,0,1,0,1
2025-09-30,Haryana,Nuh,Tier 3,1,1,0,0,1
2025-11-09,Jammu and Kashmir,Shopian,Tier 3,1,5,2,0,7
2025-06-01,Maharashtra,Palghar,Tier 3,1,252,252,10,514
2025-09-02,Dadra and Nagar Haveli and Daman and Diu,Diu,Tier 3,1,1,0,0,1
2025-11-12,Nagaland,Meluri,Tier 3,1,0,1,0,1
2025-11-04,Madhya Pradesh,Datia,Tier 3,1,1,0,0,1
2025-04-01,Meghalaya,South West Khasi Hills,Tier 3,3,241,535,212,988
2025-09-22,Arunachal Pradesh,Lower Subansiri,Tier 3,1,0,1,0,1
2025-11-14,Punjab,Barnala,Tier 3,2,5,0,0,5
2025-09-25,Dadra and Nagar Haveli and Daman and Diu,Diu,Tier 3,2,2,0,0,2
2025-10-21,Uttar Pradesh,Jhansi,Tier 2,5,9,3,0,12
2025-12-25,Jammu and Kashmir,Ganderbal,Tier 3,1,1,0,0,1
2025-09-21,Madhya Pradesh,Dhar,Tier 3,1,1,0,0,1
2025-12-23,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,3,4,0,0,4
2025-11-01,Jammu and Kashmir,Bandipore,Tier 3,3,3,4,0,7
2025-09-30,Uttar Pradesh,Hapur,Tier 3,2,0,2,0,2
2025-09-10,Mizoram,Kolasib,Tier 3,1,1,0,0,1
2025-11-13,Uttar Pradesh,Hapur,Tier 3,7,19,8,0,27
2025-12-25,Arunachal Pradesh,Tirap,Tier 3,1,0,1,0,1
2025-12-25,Jammu and Kashmir,Samba,Tier 3,5,3,2,0,5
2025-03-29,Meghalaya,Ri Bhoi,Tier 3,1,30,11,26,67
2025-09-30,Punjab,Shaheed Bhagat Singh Nagar,Tier 3,1,0,1,0,1
2025-09-30,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,0,1,0,1
2025-09-09,Madhya Pradesh,Sheopur,Tier 3,5,33,51,3,87
2025-10-22,Tamil Nadu,Tiruchirappalli,Tier 2,1,1,0,0,1
2025-10-21,Tripura,South Tripura,Tier 3,1,1,0,0,1
2025-12-23,Delhi,New Delhi,Tier 1,2,6,0,0,6
2025-11-02,Nagaland,Chumukedima,Tier 3,1,0,1,0,1
2025-11-04,Uttar Pradesh,Hapur,Tier 3,1,1,0,0,1
2025-09-20,Telangana,Mulugu,Tier 3,3,6,0,0,6
2025-06-01,Rajasthan,Sirohi,Tier 3,1,216,289,28,533
2025-09-23,Assam,Sivasagar,Tier 3,1,1,0,0,1
2025-12-15,Arunachal Pradesh,Kra Daadi,Tier 3,1,0,1,0,1
2025-11-10,Nagaland,Longleng,Tier 3,1,0,2,0,2
2025-11-10,Arunachal Pradesh,Upper Siang,Tier 3,1,1,0,0,1
2025-10-21,Madhya Pradesh,Agar Malwa,Tier 3,2,1,1,0,2
2025-11-10,Mizoram,Champhai,Tier 3,3,4,0,0,4
2025-09-25,Madhya Pradesh,Alirajpur,Tier 3,6,17,23,0,40
2025-12-26,Chhattisgarh,Narayanpur,Tier 3,1,14,3,0,17
2025-11-09,Andhra Pradesh,Tirupati,Tier 3,1,1,0,0,1
2025-09-19,Arunachal Pradesh,Lower Siang,Tier 3,1,1,0,0,1
2025-10-22,Kerala,Thiruvananthapuram,Tier 2,1,1,0,0,1
2025-09-30,Gujarat,Rajkot,Tier 2,2,1,0,1,2
2025-10-30,Jammu and Kashmir,Poonch,Tier 3,4,85,18,0,103
2025-09-22,Manipur,Tamenglong,Tier 3,2,1,1,0,2
2025-11-04,Madhya Pradesh,Neemuch,Tier 3,2,2,0,0,2
2025-09-05,Madhya Pradesh,Agar Malwa,Tier 3,1,0,2,0,2
2025-12-15,Arunachal Pradesh,Tawang,Tier 3,1,0,1,0,1
2025-10-23,Madhya Pradesh,Betul,Tier 3,1,1,0,0,1
2025-09-13,Meghalaya,South Garo Hills,Tier 3,1,0,1,2,3
2025-09-30,Uttar Pradesh,Saharanpur,Tier 2,1,1,0,0,1
2025-11-03,Punjab,Malerkotla,Tier 3,1,2,0,0,2
2025-09-25,Jammu and Kashmir,Bandipore,Tier 3,2,11,2,0,13
2025-12-21,Meghalaya,North Garo Hills,Tier 3,2,3,0,0,3
2025-10-20,Nagaland,Tuensang,Tier 3,1,0,4,0,4
2025-09-01,Lakshadweep,Lakshadweep,Tier 3,1,1,0,0,1
2025-12-27,Tripura,Sepahijala,Tier 3,2,8,7,0,15
2025-12-31,Manipur,Kakching,Tier 3,1,1,3,0,4
2025-09-04,Jammu and Kashmir,Kishtwar,Tier 3,2,2,0,0,2
2025-12-26,Madhya Pradesh,Mauganj,Tier 3,3,3,0,0,3
2025-11-17,Dadra and Nagar Haveli and Daman and Diu,Diu,Tier 3,1,1,0,0,1
2025-10-21,Jharkhand,Koderma,Tier 3,1,0,1,0,1
2025-12-23,Arunachal Pradesh,Changlang,Tier 3,1,3,0,0,3
2025-09-30,Madhya Pradesh,Sehore,Tier 3,1,0,1,0,1
2025-09-29,Bihar,Lakhisarai,Tier 3,2,0,2,0,2
2025-12-15,Jammu and Kashmir,Shopian,Tier 3,1,50,7,0,57
2025-10-21,Arunachal Pradesh,Pakke Kessang,Tier 3,1,1,0,0,1
2025-11-04,Uttar Pradesh,Banda,Tier 3,1,1,0,0,1
2025-10-26,Gujarat,Narmada,Tier 3,3,2,1,0,3
2025-11-16,Arunachal Pradesh,West Kameng,Tier 3,1,1,0,0,1
2025-09-13,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,0,2,0,2
2025-11-16,Meghalaya,South Garo Hills,Tier 3,1,0,2,0,2
2025-10-23,Bihar,Khagaria,Tier 3,1,0,0,1,1
2025-12-26,Manipur,Tamenglong,Tier 3,1,0,10,0,10
2025-09-07,Haryana,Kurukshetra,Tier 3,1,1,0,0,1
2025-09-22,Assam,Kokrajhar,Tier 3,2,2,3,0,5
2025-05-01,Bihar,Saharsa,Tier 3,1,334,295,13,642
2025-10-23,Uttar Pradesh,Bhadohi,Tier 3,1,0,1,0,1
2025-03-09,Haryana,Gurugram,Tier 3,1,18,19,13,50
2025-06-01,Maharashtra,Beed,Tier 3,2,659,294,46,999
2025-09-18,Arunachal Pradesh,Lohit,Tier 3,1,1,0,0,1
2025-12-29,Meghalaya,East Garo Hills,Tier 3,2,0,2,0,2
2025-09-04,Arunachal Pradesh,Kurung Kumey,Tier 3,1,0,1,0,1
2025-11-11,Arunachal Pradesh,Siang,Tier 3,1,1,1,0,2
2025-09-30,Jharkhand,East Singhbum,Tier 3,2,0,2,0,2
2025-09-27,Mizoram,Champhai,Tier 3,1,4,0,0,4
2025-11-01,Jammu and Kashmir,Kulgam,Tier 3,1,5,0,0,5
2025-11-10,Nagaland,Shamator,Tier 3,1,0,1,0,1
2025-10-21,Telangana,Peddapalli,Tier 3,1,0,0,1,1
2025-10-23,Rajasthan,Kota,Tier 2,1,0,0,1,1
2025-09-16,Meghalaya,Eastern West Khasi Hills,Tier 3,1,0,7,0,7
2025-09-21,Bihar,Sheikhpura,Tier 3,2,1,8,0,9
2025-07-01,Manipur,Churachandpur,Tier 3,1,348,1265,13,1626
2025-09-29,Delhi,South East Delhi,Tier 1,1,1,0,0,1
2025-12-22,Jammu and Kashmir,Kupwara,Tier 3,7,80,0,0,80
2025-09-01,Telangana,Rajanna Sircilla,Tier 3,6,10,2,0,12
2025-09-01,Tripura,Khowai,Tier 3,4,8,2,2,12
2025-03-09,Uttar Pradesh,Kanpur Nagar,Tier 3,1,29,82,12,123
2025-09-22,Punjab,Hoshiarpur,Tier 3,2,2,0,0,2
2025-03-09,Bihar,Bhagalpur,Tier 3,1,13,40,18,71
2025-04-01,Gujarat,Botad,Tier 3,1,291,21,20,332
2025-07-01,Chhattisgarh,Durg,Tier 3,1,385,94,16,495
2025-09-01,Arunachal Pradesh,East Siang,Tier 3,1,1,0,0,1
2025-09-02,Haryana,Palwal,Tier 3,5,37,4,0,41
2025-09-27,Chhattisgarh,Jashpur,Tier 3,3,5,0,0,5
2025-09-25,Assam,West Karbi Anglong,Tier 3,1,5,6,0,11
2025-09-29,Telangana,Mancherial,Tier 3,2,2,1,0,3
2025-09-30,Uttar Pradesh,Mahoba,Tier 3,1,0,3,0,3
2025-09-10,Arunachal Pradesh,Upper Siang,Tier 3,2,4,1,0,5
2025-09-12,Delhi,North Delhi,Tier 1,4,23,8,0,31
2025-09-30,Telangana,Nirmal,Tier 3,2,2,0,0,2
2025-10-16,Madhya Pradesh,Ashok Nagar,Tier 3,6,14,7,1,22
2025-09-16,Nagaland,Tuensang,Tier 3,2,3,4,0,7
2025-09-07,Chhattisgarh,Rajnandgaon,Tier 3,1,1,0,0,1
2025-09-28,Haryana,Charkhi Dadri,Tier 3,1,1,0,0,1
2025-11-01,Assam,Tamulpur,Tier 3,1,0,1,0,1
2025-10-28,Jammu and Kashmir,Shopian,Tier 3,1,5,1,0,6
2025-04-01,Nagaland,Tuensang,Tier 3,1,173,296,34,503
2025-11-14,Assam,Tamulpur,Tier 3,2,1,1,0,2
2025-11-25,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Tier 3,3,2,1,0,3
2025-11-18,Haryana,Palwal,Tier 3,6,50,1,0,51
2025-11-13,Chhattisgarh,Kabirdham,Tier 3,6,18,3,0,21
2025-11-03,Punjab,Barnala,Tier 3,4,4,2,0,6
2025-12-29,Nagaland,Longleng,Tier 3,1,0,1,0,1
2025-10-31,Meghalaya,South Garo Hills,Tier 3,4,4,15,0,19
2025-11-01,Himachal Pradesh,Bilaspur,Tier 2,3,3,1,0,4
2025-09-07,Karnataka,Kolar,Tier 3,1,2,0,0,2
2025-09-30,Telangana,Vikarabad,Tier 3,1,1,0,0,1
2025-09-25,Madhya Pradesh,Mauganj,Tier 3,2,6,0,0,6
2025-10-27,Nagaland,Longleng,Tier 3,1,0,2,0,2
2025-10-15,Arunachal Pradesh,West Siang,Tier 3,1,4,0,0,4
2025-11-12,Meghalaya,Jaintia Hills,Tier 3,5,7,13,1,21
2025-09-04,Punjab,Shaheed Bhagat Singh Nagar,Tier 3,6,7,4,0,11
2025-09-04,Kerala,Wayanad,Tier 3,4,4,0,0,4
2025-11-01,Nagaland,Longleng,Tier 3,1,1,1,0,2
2025-09-07,Jammu and Kashmir,Pulwama,Tier 3,1,2,0,0,2
2025-11-01,Chhattisgarh,Narayanpur,Tier 3,1,1,1,0,2
2025-09-26,Nagaland,Phek,Tier 3,4,7,17,1,25
2025-09-29,Punjab,Fazilka,Tier 3,2,3,0,0,3
2025-09-18,Telangana,Jagitial,Tier 3,5,6,0,0,6
2025-10-19,Arunachal Pradesh,Longding,Tier 3,1,0,2,0,2
2025-09-13,Punjab,Fazilka,Tier 3,8,27,6,0,33
2025-11-15,Nagaland,Shamator,Tier 3,1,0,2,0,2
2025-09-26,Assam,Majuli,Tier 3,2,1,1,0,2
2025-10-28,Delhi,North Delhi,Tier 1,4,18,5,0,23
2025-06-01,Uttar Pradesh,Gautam Buddha Nagar,Tier 3,3,805,1017,87,1909
2025-09-29,Assam,Lakhimpur,Tier 3,4,5,4,0,9
2025-09-29,West Bengal,Bankura,Tier 3,2,1,1,0,2
2025-11-17,Himachal Pradesh,Lahaul and Spiti,Tier 3,1,1,0,0,1
2025-12-29,Mizoram,Champhai,Tier 3,1,1,0,0,1
2025-09-14,Gujarat,Sabarkantha,Tier 3,1,1,0,0,1
2025-12-26,Dadra and Nagar Haveli and Daman and Diu,Diu,Tier 3,1,2,0,0,2
2025-11-04,Rajasthan,Alwar,Tier 3,3,3,0,0,3
2025-10-21,Odisha,Angul,Tier 3,4,5,0,0,5
2025-10-21,Telangana,Jayashankar Bhupalpally,Tier 3,2,2,0,0,2
2025-10-25,Chhattisgarh,Koriya,Tier 3,5,23,2,0,25
2025-12-23,Madhya Pradesh,Maihar,Tier 3,3,6,0,0,6
2025-11-19,Telangana,Jayashankar Bhupalpally,Tier 3,5,10,1,0,11
2025-11-06,Tamil Nadu,Mayiladuthurai,Tier 3,4,3,1,0,4
2025-11-04,Uttar Pradesh,Amroha,Tier 3,1,1,1,0,2
2025-11-16,Rajasthan,Deeg ,Tier 3,1,0,1,0,1
2025-10-23,Uttar Pradesh,Bareilly,Tier 2,1,1,0,0,1
2025-12-21,Telangana,Jayashankar Bhupalpally,Tier 3,2,3,0,0,3
2025-04-01,Karnataka,Yadgir,Tier 3,2,536,89,21,646
2025-10-22,Bihar,Rohtas,Tier 3,1,0,0,1,1
2025-09-10,Chhattisgarh,Gaurella Pendra Marwahi,Tier 3,1,1,0,0,1
2025-12-24,Madhya Pradesh,Pandhurna,Tier 3,1,1,0,0,1
2025-11-25,Meghalaya,South West Khasi Hills,Tier 3,2,1,2,0,3
2025-11-04,Meghalaya,Jaintia Hills,Tier 3,1,0,1,0,1
2025-10-19,Sikkim,Namchi,Tier 3,2,1,2,0,3
2025-07-01,Nagaland,Peren,Tier 3,1,36,105,18,159
2025-09-24,Punjab,Mansa,Tier 3,7,16,2,0,18
2025-07-01,Madhya Pradesh,Betul,Tier 3,2,713,212,43,968
2025-07-01,Tamil Nadu,Chennai,Tier 1,3,231,136,33,400
2025-09-20,Jammu and Kashmir,Ganderbal,Tier 3,4,9,1,0,10
2025-09-18,Sikkim,Mangan,Tier 3,2,1,2,0,3
2025-10-21,Arunachal Pradesh,Longding,Tier 3,1,0,1,0,1
2025-10-23,Jharkhand,Deoghar,Tier 3,2,0,0,2,2
2025-09-27,Odisha,Kandhamal,Tier 3,1,1,0,0,1
2025-10-27,Gujarat,Anand,Tier 2,10,5,0,8,13
2025-10-17,Meghalaya,South West Garo Hills,Tier 3,1,1,3,0,4
2025-10-20,Assam,Goalpara,Tier 3,6,9,5,0,14
2025-12-24,Arunachal Pradesh,East Kameng,Tier 3,1,1,0,0,1
2025-12-26,Madhya Pradesh,Sheopur,Tier 3,5,33,28,1,62
2025-11-15,Uttar Pradesh,Hamirpur,Tier 2,10,64,37,0,101
2025-10-18,Chhattisgarh,Narayanpur,Tier 3,1,9,5,0,14
2025-11-14,Punjab,Fazilka,Tier 3,5,10,2,0,12
2025-09-11,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,1,1,0,2
2025-09-30,Meghalaya,Eastern West Khasi Hills,Tier 3,1,1,8,1,10
2025-11-25,Delhi,New Delhi,Tier 1,2,2,2,0,4
2025-10-27,Madhya Pradesh,Harda,Tier 3,5,7,0,0,7
2025-05-01,Gujarat,Kachchh,Tier 3,1,59,79,12,150
2025-09-06,Arunachal Pradesh,East Kameng,Tier 3,1,2,3,0,5
2025-04-01,Chhattisgarh,Raipur,Tier 2,1,299,12,11,322
2025-09-30,Tripura,North Tripura,Tier 3,1,0,1,0,1
2025-09-05,Madhya Pradesh,Dindori,Tier 3,2,2,0,0,2
2025-09-05,Tripura,Sepahijala,Tier 3,1,0,2,0,2
2025-09-28,Andhra Pradesh,Krishna,Tier 3,1,2,0,0,2
2025-10-27,Delhi,Shahdara,Tier 1,1,0,0,1,1
2025-09-10,Mizoram,Saiha,Tier 3,1,1,1,0,2
2025-09-18,Nagaland,Tuensang,Tier 3,1,1,0,0,1
2025-09-18,Meghalaya,Jaintia Hills,Tier 3,1,3,2,0,5
2025-11-11,Sikkim,Mangan,Tier 3,1,1,0,0,1
2025-05-01,Meghalaya,North Garo Hills,Tier 3,1,65,168,91,324
2025-09-22,Chhattisgarh,Narayanpur,Tier 3,1,3,2,0,5
2025-10-13,Manipur,Ukhrul,Tier 3,2,2,4,0,6
2025-12-22,Jammu and Kashmir,Kulgam,Tier 3,3,38,1,0,39
2025-10-27,Arunachal Pradesh,Kurung Kumey,Tier 3,1,1,1,0,2
2025-09-10,Arunachal Pradesh,Lower Siang,Tier 3,1,1,0,0,1
2025-11-16,Arunachal Pradesh,Papum Pare,Tier 3,3,2,2,0,4
2025-11-16,Jammu and Kashmir,Kulgam,Tier 3,2,15,9,0,24
2025-12-15,Dadra and Nagar Haveli and Daman and Diu,Diu,Tier 3,3,1,1,1,3
2025-11-01,Nagaland,Shamator,Tier 3,1,0,2,0,2
2025-09-14,Pondicherry,Puducherry,Tier 2,2,3,0,0,3
2025-11-11,Uttar Pradesh,Amroha,Tier 3,9,44,20,0,64
2025-11-12,Madhya Pradesh,Pandhurna,Tier 3,1,1,0,0,1
2025-11-18,Mizoram,Serchhip,Tier 3,1,1,0,0,1
2025-11-18,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,1,0,0,1
2025-05-01,Maharashtra,Dhule,Tier 2,1,118,46,18,182
2025-09-23,Nagaland,Chumukedima,Tier 3,2,0,1,1,2
2025-09-23,Nagaland,Shamator,Tier 3,1,0,7,1,8
2025-10-20,Jharkhand,Pakur,Tier 3,1,1,0,0,1
2025-10-20,Mizoram,Kolasib,Tier 3,1,1,0,0,1
2025-09-17,Madhya Pradesh,Niwari,Tier 3,1,0,1,0,1
2025-12-21,Tamil Nadu,Ranipet,Tier 3,1,2,0,0,2
2025-12-29,Arunachal Pradesh,Upper Subansiri,Tier 3,1,4,2,0,6
2025-11-07,Tamil Nadu,Ranipet,Tier 3,1,1,0,0,1
2025-10-30,Nagaland,Peren,Tier 3,1,0,4,0,4
2025-09-30,Uttarakhand,Tehri Garhwal,Tier 3,1,1,0,0,1
2025-09-14,Tamil Nadu,Vellore,Tier 2,3,4,0,0,4
2025-10-27,Gujarat,Porbandar,Tier 3,1,2,0,0,2
2025-09-18,Jammu and Kashmir,Kishtwar,Tier 3,2,6,2,0,8
2025-09-21,Assam,Kokrajhar,Tier 3,2,3,1,0,4
2025-11-04,Telangana,Nizamabad,Tier 3,1,1,0,0,1
2025-09-20,Telangana,Jogulamba Gadwal,Tier 3,5,16,3,0,19
2025-10-20,Delhi,New Delhi,Tier 1,1,1,0,0,1
2025-11-18,Lakshadweep,Lakshadweep,Tier 3,1,1,0,0,1
2025-11-01,Arunachal Pradesh,Namsai,Tier 3,1,1,0,0,1
2025-10-23,Odisha,Angul,Tier 3,1,1,0,0,1
2025-10-26,Nagaland,Shamator,Tier 3,1,0,5,0,5
2025-10-21,Chhattisgarh,Bastar,Tier 3,2,1,1,0,2
2025-09-05,Pondicherry,Karaikal,Tier 3,1,1,0,0,1
2025-09-30,Punjab,Patiala,Tier 3,2,0,2,0,2
2025-09-07,Nagaland,Wokha,Tier 3,1,0,1,0,1
2025-10-21,Haryana,Palwal,Tier 3,1,2,0,0,2
2025-10-24,Madhya Pradesh,Maihar,Tier 3,2,2,0,0,2
2025-11-07,Manipur,Thoubal,Tier 3,4,2,7,0,9
2025-06-01,Uttar Pradesh,Rampur,Tier 3,1,694,751,21,1466
2025-11-14,Tripura,Gomati,Tier 3,1,1,0,0,1
2025-11-11,Arunachal Pradesh,Lower Subansiri,Tier 3,2,2,1,0,3
2025-09-27,Jammu and Kashmir,Poonch,Tier 3,1,3,0,0,3
2025-09-29,Jammu and Kashmir,Udhampur,Tier 3,3,3,0,0,3
2025-09-27,Andhra Pradesh,Palnadu,Tier 3,1,1,0,0,1
2025-11-13,Punjab,Moga,Tier 3,3,3,2,0,5
2025-09-28,Manipur,Senapati,Tier 3,1,0,1,0,1
2025-09-08,Madhya Pradesh,Maihar,Tier 3,5,6,1,0,7
2025-10-19,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,1,1,0,0,1
2025-09-13,Tripura,Khowai,Tier 3,2,2,0,0,2
2025-09-13,Manipur,Thoubal,Tier 3,1,1,0,0,1
2025-10-27,Sikkim,Gangtok,Tier 3,1,1,0,0,1
2025-10-25,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,1,1,0,2
2025-09-02,Chhattisgarh,Sakti,Tier 3,3,5,1,0,6
2025-09-08,Arunachal Pradesh,Upper Siang,Tier 3,1,1,0,0,1
2025-11-19,Nagaland,Kiphire,Tier 3,1,1,1,0,2
2025-09-15,Nagaland,Noklak,Tier 3,1,0,1,0,1
2025-11-01,Arunachal Pradesh,East Kameng,Tier 3,1,1,0,0,1
2025-03-23,Uttar Pradesh,Jaunpur,Tier 3,1,29,68,11,108
2025-09-27,Meghalaya,Jaintia Hills,Tier 3,1,1,0,0,1
